[thetagpu22:2508647] Warning: could not find environment variable "PYTHONPATH"
2021-10-05 10:42:05.504727: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  SSE3 SSE4.1 SSE4.2 AVX AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-10-05 10:42:05.508509: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  SSE3 SSE4.1 SSE4.2 AVX AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-10-05 10:42:06.085314: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 38427 MB memory:  -> device: 0, name: A100-SXM4-40GB, pci bus id: 0000:07:00.0, compute capability: 8.0
2021-10-05 10:42:06.100807: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1510] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 38427 MB memory:  -> device: 1, name: A100-SXM4-40GB, pci bus id: 0000:0f:00.0, compute capability: 8.0
2021-10-05 10:42:08.372123: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:185] None of the MLIR Optimization Passes are enabled (registered 2)
2021-10-05 10:42:08.899968: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:185] None of the MLIR Optimization Passes are enabled (registered 2)
2021-10-05 10:42:09.098914: I tensorflow/stream_executor/cuda/cuda_dnn.cc:369] Loaded cuDNN version 8200
2021-10-05 10:42:09.810357: I tensorflow/stream_executor/cuda/cuda_dnn.cc:369] Loaded cuDNN version 8200
2021-10-05 10:42:10.655350: I tensorflow/stream_executor/cuda/cuda_blas.cc:1760] TensorFloat-32 will be used for the matrix multiplication. This will only be logged once.
2021-10-05 10:42:11.660760: I tensorflow/stream_executor/cuda/cuda_blas.cc:1760] TensorFloat-32 will be used for the matrix multiplication. This will only be logged once.
Epoch: 0 	Loss: 119.544 	Time/epoch: 8.3
Epoch: 85 	Loss: 6.692 	Time/epoch: 1.76
Epoch: 86 	Loss: 6.095 	Time/epoch: 1.75
Epoch: 87 	Loss: 7.041 	Time/epoch: 1.73
Epoch: 88 	Loss: 5.262 	Time/epoch: 1.81
Epoch: 89 	Loss: 4.453 	Time/epoch: 1.72
Epoch: 90 	Loss: 6.081 	Time/epoch: 1.86
Epoch: 91 	Loss: 4.759 	Time/epoch: 1.71
Epoch: 92 	Loss: 4.385 	Time/epoch: 2.03
Epoch: 93 	Loss: 5.395 	Time/epoch: 1.97
Epoch: 94 	Loss: 5.123 	Time/epoch: 1.99
Epoch: 95 	Loss: 3.945 	Time/epoch: 1.94
Epoch: 96 	Loss: 5.674 	Time/epoch: 1.9
Epoch: 97 	Loss: 4.301 	Time/epoch: 1.96
Epoch: 98 	Loss: 5.271 	Time/epoch: 1.85
Epoch: 99 	Loss: 4.595 	Time/epoch: 1.71
Average epoch training time: 1.84 seconds
